Cidade,Curso,Grau,Turno,Vagas,Inscritos,year,Inscritos/Vagas
Volta redonda,Matemática,Bacharelado,Integral,80.0,345.0,2020,4.3125
Volta redonda,Administração pública,Bacharelado,Integral,42.0,580.0,2020,13.80952380952381
Volta redonda,Física,Bacharelado,Integral,80.0,332.0,2020,4.15
Volta redonda,Engenharia de materiais,Bacharelado,Integral,40.0,245.0,2020,6.125
Volta redonda,Psicologia,Bacharelado,Integral,40.0,1445.0,2020,36.125
Angra dos reis,Geografia,Licenciatura,Noturno,40.0,116.0,2021,2.9
Angra dos reis,Pedagogia,Licenciatura,Noturno,41.0,328.0,2021,8.0
Angra dos reis,Pedagogia,Licenciatura,Vespertino,41.0,213.0,2021,5.195121951219512
Angra dos reis,Políticas públicas,Bacharelado,Noturno,40.0,256.0,2021,6.4
Campos dos goytacazes,Ciências econômicas,Bacharelado,Integral,120.0,636.0,2021,5.3
Campos dos goytacazes,Ciências sociais,Bacharelado,Noturno,60.0,250.0,2021,4.166666666666667
Campos dos goytacazes,Ciências sociais,Licenciatura,Noturno,70.0,309.0,2021,4.414285714285715
Campos dos goytacazes,Geografia,Bacharelado,Vespertino,62.0,262.0,2021,4.225806451612903
Campos dos goytacazes,Geografia,Licenciatura,Noturno,63.0,196.0,2021,3.111111111111111
Campos dos goytacazes,História,Licenciatura,Noturno,40.0,232.0,2021,5.8
Campos dos goytacazes,História,Bacharelado,Noturno,80.0,376.0,2021,4.7
Campos dos goytacazes,Psicologia,Bacharelado,Integral,110.0,2654.0,2021,24.12727272727273
Campos dos goytacazes,Serviço social,Bacharelado,Noturno,100.0,1058.0,2021,10.58
Macaé,Administração,Bacharelado,Noturno,50.0,1101.0,2021,22.02
Macaé,Ciências contábeis,Bacharelado,Noturno,50.0,294.0,2021,5.88
Macaé,Direito,Bacharelado,Integral,100.0,1568.0,2021,15.68
Niterói,Administração,Bacharelado,Noturno,80.0,1242.0,2021,15.525
Niterói,Administração pública,Bacharelado,Integral,50.0,376.0,2021,7.52
Niterói,Antropologia,Bacharelado,Integral,62.0,545.0,2021,8.790322580645162
Niterói,Arquivologia,Bacharelado,Integral,80.0,669.0,2021,8.3625
Niterói,Artes,Bacharelado,Integral,40.0,560.0,2021,14.0
Niterói,Biblioteconomia e documentação,Bacharelado,Integral,80.0,654.0,2021,8.175
Niterói,Biomedicina,Bacharelado,Integral,62.0,2442.0,2021,39.38709677419355
Niterói,Ciência ambiental,Bacharelado,Integral,40.0,406.0,2021,10.15
Niterói,Ciência da computação,Bacharelado,Integral,140.0,1743.0,2021,12.45
Niterói,Ciências atuariais,Bacharelado,Noturno,80.0,443.0,2021,5.5375
Niterói,Ciências biológicas,Bacharelado,Integral,80.0,1057.0,2021,13.2125
Niterói,Ciências biológicas,Licenciatura,Integral,40.0,358.0,2021,8.95
Niterói,Ciências contábeis,Bacharelado,Noturno,90.0,846.0,2021,9.4
Niterói,Ciências econômicas,Bacharelado,Matutino,100.0,770.0,2021,7.7
Niterói,Ciências econômicas,Bacharelado,Noturno,100.0,819.0,2021,8.19
Niterói,Ciências sociais,Licenciatura,Noturno,30.0,271.0,2021,9.033333333333333
Niterói,Ciências sociais,Bacharelado,Noturno,30.0,266.0,2021,8.866666666666667
Niterói,Ciências sociais,Licenciatura,Vespertino,30.0,150.0,2021,5.0
Niterói,Ciências sociais,Bacharelado,Vespertino,30.0,174.0,2021,5.8
Niterói,Cinema e audiovisual,Bacharelado,Integral,72.0,1783.0,2021,24.76388888888889
Niterói,Cinema e audiovisual,Licenciatura,Noturno,22.0,284.0,2021,12.909090909090908
Niterói,Comunicação social - publicidade e propaganda,Bacharelado,Integral,52.0,1728.0,2021,33.23076923076923
Niterói,Desenho industrial,Bacharelado,Integral,100.0,669.0,2021,6.69
Niterói,Direito,Bacharelado,Integral,110.0,2162.0,2021,19.654545454545456
Niterói,Direito,Bacharelado,Noturno,110.0,2710.0,2021,24.636363636363637
Niterói,Educação física,Licenciatura,Integral,64.0,1395.0,2021,21.796875
Niterói,Enfermagem,Bacharelado,Integral,114.0,2894.0,2021,25.385964912280702
Niterói,Engenharia agrícola e ambiental,Bacharelado,Integral,100.0,520.0,2021,5.2
Niterói,Engenharia civil,Bacharelado,Integral,90.0,971.0,2021,10.78888888888889
Niterói,Engenharia de petróleo,Bacharelado,Integral,45.0,173.0,2021,3.8444444444444446
Niterói,Engenharia de produção,Bacharelado,Integral,90.0,609.0,2021,6.766666666666667
Niterói,Engenharia de recursos hídricos e do meio ambiente,Bacharelado,Integral,100.0,491.0,2021,4.91
Niterói,Engenharia de telecomunicações,Bacharelado,Integral,90.0,483.0,2021,5.366666666666666
Niterói,Engenharia elétrica,Bacharelado,Integral,90.0,559.0,2021,6.211111111111111
Niterói,Engenharia mecânica,Bacharelado,Integral,90.0,551.0,2021,6.122222222222222
Niterói,Engenharia química,Bacharelado,Integral,100.0,425.0,2021,4.25
Niterói,Estatística,Bacharelado,Integral,86.0,364.0,2021,4.232558139534884
Niterói,Estudos de mídia,Bacharelado,Integral,60.0,684.0,2021,11.4
Niterói,Farmácia,Bacharelado,Integral,144.0,1059.0,2021,7.354166666666667
Niterói,Filosofia,Licenciatura,Matutino,56.0,369.0,2021,6.589285714285714
Niterói,Filosofia,Bacharelado,Matutino,56.0,322.0,2021,5.75
Niterói,Física,Licenciatura,Integral,50.0,102.0,2021,2.04
Niterói,Física,Licenciatura,Noturno,60.0,170.0,2021,2.8333333333333335
Niterói,Física,Bacharelado,Integral,50.0,148.0,2021,2.96
Niterói,Geofisica,Bacharelado,Integral,42.0,220.0,2021,5.238095238095238
Niterói,Geografia,Licenciatura,Matutino,25.0,186.0,2021,7.44
Niterói,Geografia,Bacharelado,Matutino,25.0,220.0,2021,8.8
Niterói,Geografia,Licenciatura,Noturno,25.0,154.0,2021,6.16
Niterói,Geografia,Bacharelado,Noturno,25.0,131.0,2021,5.24
Niterói,História,Licenciatura,Matutino,94.0,781.0,2021,8.308510638297872
Niterói,História,Licenciatura,Noturno,94.0,741.0,2021,7.882978723404255
Niterói,História,Bacharelado,Matutino,10.0,100.0,2021,10.0
Niterói,História,Bacharelado,Noturno,10.0,84.0,2021,8.4
Niterói,Hotelaria,Tecnológico,Integral,50.0,287.0,2021,5.74
Niterói,Jornalismo,Bacharelado,Integral,52.0,1229.0,2021,23.634615384615383
Niterói,Letras - alemão,Licenciatura,Integral,14.0,51.0,2021,3.642857142857143
Niterói,Letras - alemão,Bacharelado,Integral,6.0,18.0,2021,3.0
Niterói,Letras - espanhol,Licenciatura,Noturno,35.0,120.0,2021,3.4285714285714284
Niterói,Letras - francês,Bacharelado,Integral,10.0,32.0,2021,3.2
Niterói,Letras - francês,Licenciatura,Integral,25.0,71.0,2021,2.84
Niterói,Letras - grego,Licenciatura,Integral,18.0,63.0,2021,3.5
Niterói,Letras - grego,Bacharelado,Integral,7.0,32.0,2021,4.571428571428571
Niterói,Letras - inglês,Licenciatura,Noturno,35.0,295.0,2021,8.428571428571429
Niterói,Letras - italiano,Licenciatura,Noturno,14.0,51.0,2021,3.642857142857143
Niterói,Letras - latim,Licenciatura,Integral,25.0,102.0,2021,4.08
Niterói,Letras - português,Licenciatura,Noturno,40.0,277.0,2021,6.925
Niterói,Letras - português,Licenciatura,Integral,40.0,168.0,2021,4.2
Niterói,Matemática,Licenciatura,Matutino,50.0,249.0,2021,4.98
Niterói,Matemática,Licenciatura,Noturno,70.0,364.0,2021,5.2
Niterói,Matemática,Bacharelado,Matutino,40.0,181.0,2021,4.525
Niterói,Medicina,Bacharelado,Integral,180.0,9752.0,2021,54.17777777777778
Niterói,Medicina veterinária,Bacharelado,Integral,120.0,3837.0,2021,31.975
Niterói,Nutrição,Bacharelado,Integral,81.0,1770.0,2021,21.85185185185185
Niterói,Odontologia,Bacharelado,Integral,90.0,3054.0,2021,33.93333333333333
Niterói,Pedagogia,Licenciatura,Integral,160.0,1730.0,2021,10.8125
Niterói,Processos gerenciais,Tecnológico,Noturno,100.0,852.0,2021,8.52
Niterói,Produção cultural,Bacharelado,Integral,72.0,529.0,2021,7.347222222222222
Niterói,Psicologia,Bacharelado,Integral,90.0,3903.0,2021,43.36666666666667
Niterói,Química,Licenciatura,Integral,20.0,84.0,2021,4.2
Niterói,Química,Licenciatura,Noturno,30.0,188.0,2021,6.266666666666667
Niterói,Química,Bacharelado,Integral,30.0,234.0,2021,7.8
Niterói,Química industrial,Bacharelado,Integral,40.0,193.0,2021,4.825
Niterói,Relações internacionais,Bacharelado,Matutino,110.0,1729.0,2021,15.718181818181819
Niterói,Segurança pública,Bacharelado,Noturno,120.0,1197.0,2021,9.975
Niterói,Serviço social,Bacharelado,Noturno,110.0,460.0,2021,4.181818181818182
Niterói,Serviço social,Bacharelado,Vespertino,51.0,189.0,2021,3.7058823529411766
Niterói,Sistemas de informação,Bacharelado,Noturno,122.0,1135.0,2021,9.30327868852459
Niterói,Sociologia,Bacharelado,Vespertino,56.0,294.0,2021,5.25
Niterói,Sociologia,Bacharelado,Noturno,56.0,212.0,2021,3.7857142857142856
Niterói,Turismo,Bacharelado,Integral,90.0,584.0,2021,6.488888888888889
Nova friburgo,Biomedicina,Bacharelado,Integral,30.0,567.0,2021,18.9
Nova friburgo,Fonoaudiologia,Bacharelado,Integral,35.0,425.0,2021,12.142857142857142
Nova friburgo,Odontologia,Bacharelado,Integral,80.0,1617.0,2021,20.2125
Petrópolis,Engenharia de produção,Bacharelado,Integral,100.0,304.0,2021,3.04
Rio das ostras,Ciência da computação,Bacharelado,Integral,70.0,549.0,2021,7.8428571428571425
Rio das ostras,Enfermagem,Bacharelado,Integral,60.0,1410.0,2021,23.5
Rio das ostras,Engenharia de produção,Bacharelado,Integral,70.0,280.0,2021,4.0
Rio das ostras,Produção cultural,Bacharelado,Integral,70.0,341.0,2021,4.871428571428571
Rio das ostras,Psicologia,Bacharelado,Integral,40.0,1021.0,2021,25.525
Rio das ostras,Serviço social,Bacharelado,Noturno,70.0,757.0,2021,10.814285714285715
Santo antônio de pádua,Ciências naturais,Licenciatura,Noturno,50.0,169.0,2021,3.38
Santo antônio de pádua,Computação,Licenciatura,Integral,50.0,229.0,2021,4.58
Santo antônio de pádua,Física,Licenciatura,Noturno,50.0,25.0,2021,0.5
Santo antônio de pádua,Interdisciplinar em educação no campo,Licenciatura,Integral,60.0,39.0,2021,0.65
Santo antônio de pádua,Matemática,Licenciatura,Noturno,40.0,111.0,2021,2.775
Santo antônio de pádua,Matemática,Bacharelado,Noturno,50.0,126.0,2021,2.52
Santo antônio de pádua,Pedagogia,Licenciatura,Noturno,50.0,280.0,2021,5.6
Volta redonda,Administração,Bacharelado,Noturno,120.0,392.0,2021,3.2666666666666666
Volta redonda,Administração pública,Bacharelado,Integral,42.0,473.0,2021,11.261904761904763
Volta redonda,Ciências contábeis,Bacharelado,Noturno,80.0,514.0,2021,6.425
Volta redonda,Ciências contábeis,Bacharelado,Matutino,40.0,167.0,2021,4.175
Volta redonda,Direito,Bacharelado,Integral,80.0,1340.0,2021,16.75
Volta redonda,Engenharia de agronegócios,Bacharelado,Integral,80.0,252.0,2021,3.15
Volta redonda,Engenharia de materiais,Bacharelado,Integral,40.0,156.0,2021,3.9
Volta redonda,Engenharia de produção,Bacharelado,Integral,80.0,480.0,2021,6.0
Volta redonda,Engenharia mecânica,Bacharelado,Integral,80.0,484.0,2021,6.05
Volta redonda,Engenharia metalúrgica,Bacharelado,Integral,48.0,243.0,2021,5.0625
Volta redonda,Física,Bacharelado,Integral,80.0,206.0,2021,2.575
Volta redonda,Matemática,Bacharelado,Integral,80.0,266.0,2021,3.325
Volta redonda,Psicologia,Bacharelado,Integral,40.0,1033.0,2021,25.825
Volta redonda,Química,Bacharelado,Integral,62.0,231.0,2021,3.725806451612903
Volta redonda,Química,Licenciatura,Integral,62.0,189.0,2021,3.0483870967741935
Angra dos reis,Geografia,Licenciatura,Vespertino,40.0,132.0,2022,3.3
Angra dos reis,Geografia,Licenciatura,Noturno,40.0,82.0,2022,2.05
Angra dos reis,Pedagogia,Licenciatura,Noturno,41.0,222.0,2022,5.414634146341464
Angra dos reis,Pedagogia,Licenciatura,Vespertino,41.0,145.0,2022,3.5365853658536586
Angra dos reis,Políticas públicas,Bacharelado,Noturno,40.0,181.0,2022,4.525
Campos dos goytacazes,Ciências econômicas,Bacharelado,Integral,120.0,492.0,2022,4.1
Campos dos goytacazes,Ciências sociais,Bacharelado,Noturno,60.0,225.0,2022,3.75
Campos dos goytacazes,Ciências sociais,Licenciatura,Noturno,70.0,248.0,2022,3.5428571428571427
Campos dos goytacazes,Geografia,Bacharelado,Vespertino,62.0,207.0,2022,3.338709677419355
Campos dos goytacazes,Geografia,Licenciatura,Noturno,63.0,148.0,2022,2.3492063492063493
Campos dos goytacazes,História,Licenciatura,Noturno,40.0,204.0,2022,5.1
Campos dos goytacazes,História,Bacharelado,Noturno,80.0,335.0,2022,4.1875
Campos dos goytacazes,Psicologia,Bacharelado,Integral,110.0,2096.0,2022,19.054545454545455
Campos dos goytacazes,Serviço social,Bacharelado,Noturno,100.0,800.0,2022,8.0
Macaé,Administração,Bacharelado,Noturno,50.0,833.0,2022,16.66
Macaé,Ciências contábeis,Bacharelado,Noturno,50.0,254.0,2022,5.08
Macaé,Direito,Bacharelado,Integral,100.0,1437.0,2022,14.37
Niterói,Administração,Bacharelado,Noturno,80.0,1167.0,2022,14.5875
Niterói,Administração pública,Bacharelado,Integral,50.0,280.0,2022,5.6
Niterói,Antropologia,Bacharelado,Integral,62.0,315.0,2022,5.080645161290323
Niterói,Arquivologia,Bacharelado,Integral,80.0,538.0,2022,6.725
Niterói,Artes,Bacharelado,Integral,40.0,625.0,2022,15.625
Niterói,Biblioteconomia e documentação,Bacharelado,Integral,80.0,536.0,2022,6.7
Niterói,Biomedicina,Bacharelado,Integral,62.0,2599.0,2022,41.91935483870968
Niterói,Ciência ambiental,Bacharelado,Integral,40.0,300.0,2022,7.5
Niterói,Ciência da computação,Bacharelado,Integral,140.0,1995.0,2022,14.25
Niterói,Ciências atuariais,Bacharelado,Noturno,80.0,393.0,2022,4.9125
Niterói,Ciências biológicas,Bacharelado,Integral,80.0,915.0,2022,11.4375
Niterói,Ciências biológicas,Licenciatura,Integral,40.0,315.0,2022,7.875
Niterói,Ciências contábeis,Bacharelado,Noturno,90.0,758.0,2022,8.422222222222222
Niterói,Ciências econômicas,Bacharelado,Matutino,100.0,734.0,2022,7.34
Niterói,Ciências econômicas,Bacharelado,Noturno,100.0,686.0,2022,6.86
Niterói,Ciências sociais,Licenciatura,Noturno,30.0,200.0,2022,6.666666666666667
Niterói,Ciências sociais,Bacharelado,Noturno,30.0,197.0,2022,6.566666666666666
Niterói,Ciências sociais,Licenciatura,Vespertino,30.0,138.0,2022,4.6
Niterói,Ciências sociais,Bacharelado,Vespertino,30.0,154.0,2022,5.133333333333334
Niterói,Cinema e audiovisual,Bacharelado,Integral,72.0,1823.0,2022,25.319444444444443
Niterói,Cinema e audiovisual,Licenciatura,Noturno,22.0,264.0,2022,12.0
Niterói,Comunicação social - publicidade e propaganda,Bacharelado,Integral,52.0,1572.0,2022,30.23076923076923
Niterói,Desenho industrial,Bacharelado,Integral,100.0,595.0,2022,5.95
Niterói,Direito,Bacharelado,Integral,110.0,1924.0,2022,17.490909090909092
Niterói,Direito,Bacharelado,Noturno,110.0,2477.0,2022,22.51818181818182
Niterói,Educação física,Licenciatura,Integral,64.0,1034.0,2022,16.15625
Niterói,Enfermagem,Bacharelado,Integral,114.0,2632.0,2022,23.087719298245613
Niterói,Engenharia agrícola e ambiental,Bacharelado,Integral,100.0,322.0,2022,3.22
Niterói,Engenharia civil,Bacharelado,Integral,90.0,795.0,2022,8.833333333333334
Niterói,Engenharia de petróleo,Bacharelado,Integral,45.0,202.0,2022,4.488888888888889
Niterói,Engenharia de produção,Bacharelado,Integral,90.0,573.0,2022,6.366666666666666
Niterói,Engenharia de recursos hídricos e do meio ambiente,Bacharelado,Integral,100.0,499.0,2022,4.99
Niterói,Engenharia de telecomunicações,Bacharelado,Integral,90.0,395.0,2022,4.388888888888889
Niterói,Engenharia elétrica,Bacharelado,Integral,90.0,545.0,2022,6.055555555555555
Niterói,Engenharia mecânica,Bacharelado,Integral,90.0,520.0,2022,5.777777777777778
Niterói,Engenharia química,Bacharelado,Integral,100.0,370.0,2022,3.7
Niterói,Estatística,Bacharelado,Integral,86.0,281.0,2022,3.2674418604651163
Niterói,Estudos de mídia,Bacharelado,Integral,60.0,588.0,2022,9.8
Niterói,Farmácia,Bacharelado,Integral,144.0,940.0,2022,6.527777777777778
Niterói,Filosofia,Licenciatura,Matutino,56.0,336.0,2022,6.0
Niterói,Filosofia,Bacharelado,Matutino,56.0,257.0,2022,4.589285714285714
Niterói,Física,Licenciatura,Integral,50.0,78.0,2022,1.56
Niterói,Física,Licenciatura,Noturno,60.0,137.0,2022,2.283333333333333
Niterói,Física,Bacharelado,Integral,50.0,122.0,2022,2.44
Niterói,Geofisica,Bacharelado,Integral,42.0,189.0,2022,4.5
Niterói,Geografia,Licenciatura,Matutino,25.0,173.0,2022,6.92
Niterói,Geografia,Bacharelado,Matutino,25.0,146.0,2022,5.84
Niterói,Geografia,Licenciatura,Noturno,25.0,134.0,2022,5.36
Niterói,Geografia,Bacharelado,Noturno,25.0,107.0,2022,4.28
Niterói,História,Licenciatura,Matutino,94.0,751.0,2022,7.98936170212766
Niterói,História,Licenciatura,Noturno,94.0,705.0,2022,7.5
Niterói,História,Bacharelado,Matutino,10.0,76.0,2022,7.6
Niterói,História,Bacharelado,Noturno,10.0,78.0,2022,7.8
Niterói,Hotelaria,Tecnológico,Integral,50.0,188.0,2022,3.76
Niterói,Jornalismo,Bacharelado,Integral,52.0,1251.0,2022,24.057692307692307
Niterói,Letras - alemão,Licenciatura,Integral,14.0,56.0,2022,4.0
Niterói,Letras - espanhol,Licenciatura,Noturno,35.0,122.0,2022,3.4857142857142858
Niterói,Letras - francês,Bacharelado,Integral,10.0,33.0,2022,3.3
Niterói,Letras - francês,Licenciatura,Integral,25.0,57.0,2022,2.28
Niterói,Letras - grego,Licenciatura,Integral,18.0,64.0,2022,3.5555555555555554
Niterói,Letras - grego,Bacharelado,Integral,7.0,21.0,2022,3.0
Niterói,Letras - inglês,Licenciatura,Noturno,35.0,259.0,2022,7.4
Niterói,Letras - latim,Licenciatura,Integral,25.0,86.0,2022,3.44
Niterói,Letras - português,Licenciatura,Noturno,40.0,207.0,2022,5.175
Niterói,Letras - português,Licenciatura,Integral,40.0,124.0,2022,3.1
Niterói,Matemática,Licenciatura,Matutino,50.0,242.0,2022,4.84
Niterói,Matemática,Licenciatura,Noturno,70.0,322.0,2022,4.6
Niterói,Matemática,Bacharelado,Matutino,40.0,189.0,2022,4.725
Niterói,Medicina,Bacharelado,Integral,180.0,11734.0,2022,65.18888888888888
Niterói,Medicina veterinária,Bacharelado,Integral,120.0,3768.0,2022,31.4
Niterói,Nutrição,Bacharelado,Integral,81.0,1776.0,2022,21.925925925925927
Niterói,Odontologia,Bacharelado,Integral,90.0,2618.0,2022,29.08888888888889
Niterói,Pedagogia,Licenciatura,Integral,160.0,1577.0,2022,9.85625
Niterói,Processos gerenciais,Tecnológico,Noturno,100.0,620.0,2022,6.2
Niterói,Produção cultural,Bacharelado,Integral,72.0,458.0,2022,6.361111111111111
Niterói,Psicologia,Bacharelado,Integral,90.0,3610.0,2022,40.111111111111114
Niterói,Química,Licenciatura,Integral,20.0,71.0,2022,3.55
Niterói,Química,Licenciatura,Noturno,30.0,124.0,2022,4.133333333333334
Niterói,Química,Bacharelado,Integral,30.0,162.0,2022,5.4
Niterói,Química industrial,Bacharelado,Integral,40.0,200.0,2022,5.0
Niterói,Relações internacionais,Bacharelado,Matutino,110.0,1922.0,2022,17.472727272727273
Niterói,Segurança pública,Bacharelado,Noturno,120.0,832.0,2022,6.933333333333334
Niterói,Serviço social,Bacharelado,Noturno,110.0,501.0,2022,4.554545454545455
Niterói,Serviço social,Bacharelado,Vespertino,55.0,153.0,2022,2.7818181818181817
Niterói,Sistemas de informação,Bacharelado,Noturno,122.0,1073.0,2022,8.795081967213115
Niterói,Sociologia,Bacharelado,Vespertino,56.0,241.0,2022,4.303571428571429
Niterói,Sociologia,Bacharelado,Noturno,56.0,142.0,2022,2.5357142857142856
Niterói,Turismo,Bacharelado,Integral,90.0,413.0,2022,4.588888888888889
Nova friburgo,Biomedicina,Bacharelado,Integral,30.0,601.0,2022,20.033333333333335
Nova friburgo,Fonoaudiologia,Bacharelado,Integral,35.0,333.0,2022,9.514285714285714
Nova friburgo,Odontologia,Bacharelado,Integral,80.0,1292.0,2022,16.15
Petrópolis,Engenharia de produção,Bacharelado,Integral,100.0,190.0,2022,1.9
Rio das ostras,Ciência da computação,Bacharelado,Integral,70.0,612.0,2022,8.742857142857142
Rio das ostras,Enfermagem,Bacharelado,Integral,60.0,1106.0,2022,18.433333333333334
Rio das ostras,Engenharia de produção,Bacharelado,Integral,70.0,250.0,2022,3.5714285714285716
Rio das ostras,Produção cultural,Bacharelado,Integral,70.0,258.0,2022,3.6857142857142855
Rio das ostras,Psicologia,Bacharelado,Integral,80.0,1661.0,2022,20.7625
Rio das ostras,Serviço social,Bacharelado,Noturno,70.0,547.0,2022,7.814285714285714
Santo antônio de pádua,Ciências naturais,Licenciatura,Noturno,50.0,102.0,2022,2.04
Santo antônio de pádua,Computação,Licenciatura,Integral,50.0,145.0,2022,2.9
Santo antônio de pádua,Física,Licenciatura,Noturno,50.0,63.0,2022,1.26
Santo antônio de pádua,Interdisciplinar em educação no campo,Licenciatura,Integral,60.0,11.0,2022,0.18333333333333332
Santo antônio de pádua,Matemática,Licenciatura,Noturno,40.0,60.0,2022,1.5
Santo antônio de pádua,Matemática,Bacharelado,Noturno,50.0,51.0,2022,1.02
Santo antônio de pádua,Pedagogia,Licenciatura,Noturno,50.0,171.0,2022,3.42
Volta redonda,Administração,Bacharelado,Noturno,120.0,292.0,2022,2.433333333333333
Volta redonda,Administração pública,Bacharelado,Integral,42.0,340.0,2022,8.095238095238095
Volta redonda,Ciências contábeis,Bacharelado,Noturno,80.0,437.0,2022,5.4625
Volta redonda,Ciências contábeis,Bacharelado,Matutino,40.0,120.0,2022,3.0
Volta redonda,Direito,Bacharelado,Integral,80.0,1284.0,2022,16.05
Volta redonda,Engenharia de agronegócios,Bacharelado,Integral,80.0,232.0,2022,2.9
Volta redonda,Engenharia de materiais,Bacharelado,Integral,40.0,128.0,2022,3.2
Volta redonda,Engenharia de produção,Bacharelado,Integral,80.0,404.0,2022,5.05
Volta redonda,Engenharia mecânica,Bacharelado,Integral,80.0,385.0,2022,4.8125
Volta redonda,Engenharia metalúrgica,Bacharelado,Integral,48.0,169.0,2022,3.5208333333333335
Volta redonda,Física,Bacharelado,Integral,80.0,142.0,2022,1.775
Volta redonda,Matemática,Bacharelado,Integral,80.0,159.0,2022,1.9875
Volta redonda,Psicologia,Bacharelado,Integral,80.0,1569.0,2022,19.6125
Volta redonda,Química,Bacharelado,Integral,62.0,161.0,2022,2.596774193548387
Volta redonda,Química,Licenciatura,Integral,62.0,114.0,2022,1.8387096774193548
